"HAB";"TYPO";"CD_LB";"CD";"LB";"NIVEAU"
"10895";"7";"C1.523 Végétations flottantes des eaux saumâtres";"C1.523";"Végétations flottantes des eaux saumâtres";"5"
"1655";"7";"C1.6 Lacs, étangs et mares temporaires";"C1.6";"Lacs, étangs et mares temporaires";"3"
"4933";"7";"C1.61 Eaux temporaires oligotrophes pauvres en calcaire";"C1.61";"Eaux temporaires oligotrophes pauvres en calcaire";"4"
"4934";"7";"C1.62 Eaux temporaires mésotrophes";"C1.62";"Eaux temporaires mésotrophes";"4"
"4935";"7";"C1.63 Eaux temporaires eutrophes";"C1.63";"Eaux temporaires eutrophes";"4"
"4936";"7";"C1.64 Eaux temporaires dystrophes";"C1.64";"Eaux temporaires dystrophes";"4"
"4937";"7";"C1.65 Eaux temporaires oligomésotrophes riches en calcaires";"C1.65";"Eaux temporaires oligomésotrophes riches en calcaires";"4"
"4939";"7";"C1.67 Turloughs et prairies des fonds des lacs";"C1.67";"Turloughs et prairies des fonds des lacs";"4"
"4940";"7";"C1.68 Communautés benthiques des eaux temporaires";"C1.68";"Communautés benthiques des eaux temporaires";"4"
"4941";"7";"C1.69 Végétations enracinées à feuilles flottantes des plans d'eau temporaires";"C1.69";"Végétations enracinées à feuilles flottantes des plans d'eau temporaires";"4"
"584";"7";"C2 Eaux courantes de surface";"C2";"Eaux courantes de surface";"2"
"1621";"7";"C2.1 Sources, ruisseaux de sources et geysers";"C2.1";"Sources, ruisseaux de sources et geysers";"3"
"4776";"7";"C2.11 Sources d'eau douce";"C2.11";"Sources d'eau douce";"4"
"4781";"7";"C2.12 Sources d'eau dure";"C2.12";"Sources d'eau dure";"4"
"10813";"7";"C2.121 Sources pétrifiantes avec formations de tuf ou de travertins";"C2.121";"Sources pétrifiantes avec formations de tuf ou de travertins";"5"
"4785";"7";"C2.14 Sources thermales";"C2.14";"Sources thermales";"4"
"10815";"7";"C2.141 Sources thermales méditerranéennes";"C2.141";"Sources thermales méditerranéennes";"5"
"10818";"7";"C2.144 Sources thermales périalpines";"C2.144";"Sources thermales périalpines";"5"
"4792";"7";"C2.15 Sources d'eau salée";"C2.15";"Sources d'eau salée";"4"
"4793";"7";"C2.16 Ruisseaux crénaux (ruisseaux de source)";"C2.16";"Ruisseaux crénaux (ruisseaux de source)";"4"
"4794";"7";"C2.17 Ruisseaux des sources thermales";"C2.17";"Ruisseaux des sources thermales";"4"
"4795";"7";"C2.18 Végétations oligotrophes acidiphiles des ruisseaux de sources";"C2.18";"Végétations oligotrophes acidiphiles des ruisseaux de sources";"4"
"4796";"7";"C2.19 Végétations oligotrophes des ruisseaux de sources riches en calcaire";"C2.19";"Végétations oligotrophes des ruisseaux de sources riches en calcaire";"4"
"4844";"7";"C2.1A Végétations mésotrophes des ruisseaux de sources";"C2.1A";"Végétations mésotrophes des ruisseaux de sources";"4"
"4845";"7";"C2.1B Végétations eutrophes des ruisseaux de sources";"C2.1B";"Végétations eutrophes des ruisseaux de sources";"4"
"1636";"7";"C2.2 Cours d'eau permanents, non soumis aux marées, à écoulement turbulent et rapide";"C2.2";"Cours d'eau permanents, non soumis aux marées, à écoulement turbulent et rapide";"3"
"4802";"7";"C2.21 Épirhithron et métarhithron";"C2.21";"Épirhithron et métarhithron";"4"
"4803";"7";"C2.22 Hyporhithron";"C2.22";"Hyporhithron";"4"
"4804";"7";"C2.23 Eaux de fonte glaciaire";"C2.23";"Eaux de fonte glaciaire";"4"
"4805";"7";"C2.24 Chutes d'eau";"C2.24";"Chutes d'eau";"4"
"4806";"7";"C2.25 Végétations acides oligotrophes des cours d'eau à débit rapide";"C2.25";"Végétations acides oligotrophes des cours d'eau à débit rapide";"4"
"4828";"7";"C2.26 Végétations oligotrophes des cours d'eau à débit rapide riches en calcaire";"C2.26";"Végétations oligotrophes des cours d'eau à débit rapide riches en calcaire";"4"
"4829";"7";"C2.27 Végétations mésotrophes des cours d'eau à débit rapide";"C2.27";"Végétations mésotrophes des cours d'eau à débit rapide";"4"
"4830";"7";"C2.28 Végétations eutrophes des cours d'eau à débit rapide";"C2.28";"Végétations eutrophes des cours d'eau à débit rapide";"4"
"1638";"7";"C2.3 Cours d'eau permanents non soumis aux marées, à débit régulier";"C2.3";"Cours d'eau permanents non soumis aux marées, à débit régulier";"3"
"4850";"7";"C2.31 Épipotamon";"C2.31";"Épipotamon";"4"
"4851";"7";"C2.32 Métapotamon et hypopotamon";"C2.32";"Métapotamon et hypopotamon";"4"
"4810";"7";"C2.33 Végétations mésotrophes des cours d'eau à débit lent";"C2.33";"Végétations mésotrophes des cours d'eau à débit lent";"4"
"4811";"7";"C2.34 Végétations eutrophes des cours d'eau à débit lent";"C2.34";"Végétations eutrophes des cours d'eau à débit lent";"4"
"1628";"7";"C2.4 Fleuves et rivières tidaux en amont de l'estuaire";"C2.4";"Fleuves et rivières tidaux en amont de l'estuaire";"3"
"4812";"7";"C2.41 Cours d'eau à eau saumâtre soumis aux marées";"C2.41";"Cours d'eau à eau saumâtre soumis aux marées";"4"
"4813";"7";"C2.42 Cours d'eau à eau douce soumis aux marées";"C2.42";"Cours d'eau à eau douce soumis aux marées";"4"
"4837";"7";"C2.43 Végétations mésotrophes des cours d'eau tidaux";"C2.43";"Végétations mésotrophes des cours d'eau tidaux";"4"
"4838";"7";"C2.44 Végétations eutrophes des cours d'eau tidaux";"C2.44";"Végétations eutrophes des cours d'eau tidaux";"4"
"1633";"7";"C2.5 Eaux courantes temporaires";"C2.5";"Eaux courantes temporaires";"3"
"1634";"7";"C2.6 Films d'eau coulant sur les marges d'un court d'eau rocheux";"C2.6";"Films d'eau coulant sur les marges d'un court d'eau rocheux";"3"
"587";"7";"C3 Zones littorales des eaux de surface continentales";"C3";"Zones littorales des eaux de surface continentales";"2"
"1629";"7";"C3.1 Formations à hélophytes riches en espèces";"C3.1";"Formations à hélophytes riches en espèces";"3"
"4818";"7";"C3.11 Formations à petits hélophytes des bords des eaux à débit rapide";"C3.11";"Formations à petits hélophytes des bords des eaux à débit rapide";"4"
"1630";"7";"C3.2 Roselières et formations de bordure à grands hélophytes autres que les roseaux";"C3.2";"Roselières et formations de bordure à grands hélophytes autres que les roseaux";"3"
"4819";"7";"C3.21 Phragmitaies à Phragmites australis";"C3.21";"Phragmitaies à Phragmites australis";"4"
"10966";"7";"C3.211 Phragmitaies inondées";"C3.211";"Phragmitaies inondées";"5"
"17589";"7";"C3.2111 Phragmitaies des eaux douces";"C3.2111";"Phragmitaies des eaux douces";"6"
"17590";"7";"C3.2112 Phragmitaies continentales des eaux salées";"C3.2112";"Phragmitaies continentales des eaux salées";"6"
"5008";"7";"C3.22 Scirpaies à Scirpus lacustris";"C3.22";"Scirpaies à Scirpus lacustris";"4"
"5010";"7";"C3.23 Typhaies";"C3.23";"Typhaies";"4"
"10972";"7";"C3.231 Typhaies à Typha latifolia";"C3.231";"Typhaies à Typha latifolia";"5"
"10973";"7";"C3.232 Typhaies à Typha angustifolia";"C3.232";"Typhaies à Typha angustifolia";"5"
"5011";"7";"C3.24 Communautés non-graminoïdes de moyenne-haute taille bordant l'eau";"C3.24";"Communautés non-graminoïdes de moyenne-haute taille bordant l'eau";"4"
"10974";"7";"C3.241 Communautés à Sagittaire";"C3.241";"Communautés à Sagittaire";"5"
"10975";"7";"C3.242 Communautés à Rubanier négligé";"C3.242";"Communautés à Rubanier négligé";"5"
"10976";"7";"C3.243 Communautés à Rubanier dressé";"C3.243";"Communautés à Rubanier dressé";"5"
"10977";"7";"C3.244 Communautés à Acore calame";"C3.244";"Communautés à Acore calame";"5"
"10978";"7";"C3.245 Communautés à Jonc fleuri";"C3.245";"Communautés à Jonc fleuri";"5"
"10979";"7";"C3.246 Communautés à Oenanthe aquatique et à Rorippe amphibie";"C3.246";"Communautés à Oenanthe aquatique et à Rorippe amphibie";"5"
"10980";"7";"C3.247 Communautés à Prêle des eaux";"C3.247";"Communautés à Prêle des eaux";"5"
"10981";"7";"C3.248 Communautés à Berle à larges feuilles";"C3.248";"Communautés à Berle à larges feuilles";"5"
"10988";"7";"C3.249 Tapis d'Hippuris commun";"C3.249";"Tapis d'Hippuris commun";"5"
"10989";"7";"C3.24A Tapis de Scirpe des marais";"C3.24A";"Tapis de Scirpe des marais";"5"
"10990";"7";"C3.24B Formations à Iris faux acore";"C3.24B";"Formations à Iris faux acore";"5"
"5015";"7";"C3.25 Formations à graminoïdes de moyenne-haute taille des bords des eaux";"C3.25";"Formations à graminoïdes de moyenne-haute taille des bords des eaux";"4"
"10991";"7";"C3.251 Glycériaies";"C3.251";"Glycériaies";"5"
"10992";"7";"C3.252 Formations eurasiennes à Leersia";"C3.252";"Formations eurasiennes à Leersia";"5"
"10994";"7";"C3.254 Formations des bords des eaux à Calamagrostis";"C3.254";"Formations des bords des eaux à Calamagrostis";"5"
"4963";"7";"C3.26 Formations à Phalaris arundinacea";"C3.26";"Formations à Phalaris arundinacea";"4"
"4964";"7";"C3.27 Formations halophiles à Scirpus, Bolboschoenus et Schoenoplectus";"C3.27";"Formations halophiles à Scirpus, Bolboschoenus et Schoenoplectus";"4"
"4965";"7";"C3.28 Formations riveraines à Cladium mariscus";"C3.28";"Formations riveraines à Cladium mariscus";"4"
"4966";"7";"C3.29 Communautés à grandes Laîches";"C3.29";"Communautés à grandes Laîches";"4"
"1671";"7";"C3.3 Formations riveraines à grandes Cannes";"C3.3";"Formations riveraines à grandes Cannes";"3"
"4970";"7";"C3.31 Communautés à Saccharum ravennae";"C3.31";"Communautés à Saccharum ravennae";"4"
"4971";"7";"C3.32 Formations à Arundo donax";"C3.32";"Formations à Arundo donax";"4"
"1672";"7";"C3.4 Végétations à croissance lente, pauvres en espèces, du bord des eaux ou amphibies";"C3.4";"Végétations à croissance lente, pauvres en espèces, du bord des eaux ou amphibies";"3"
"4972";"7";"C3.41 Communautés amphibies vivaces eurosibériennes";"C3.41";"Communautés amphibies vivaces eurosibériennes";"4"
"10922";"7";"C3.411 Pelouses à Littorelle, étangs à Lobélie, gazons à Isoète";"C3.411";"Pelouses à Littorelle, étangs à Lobélie, gazons à Isoète";"5"
"17562";"7";"C3.4111 Pelouses à Littorelle";"C3.4111";"Pelouses à Littorelle";"6"
"17563";"7";"C3.4112 Étangs à Lobélie";"C3.4112";"Étangs à Lobélie";"6"
"17564";"7";"C3.4113 Gazons à Isoète eurosibériens";"C3.4113";"Gazons à Isoète eurosibériens";"6"
"17565";"7";"C3.4114 Communautés flottantes à Rubanier à feuilles étroites";"C3.4114";"Communautés flottantes à Rubanier à feuilles étroites";"6"
"17567";"7";"C3.4116 Communautés à Myriophyllum alterniflorum";"C3.4116";"Communautés à Myriophyllum alterniflorum";"6"
"10946";"7";"C3.412 Gazons à Scirpe épingle en eaux peu profondes";"C3.412";"Gazons à Scirpe épingle en eaux peu profondes";"5"
"10947";"7";"C3.413 Gazons en bordure des étangs acides à eaux peu profondes";"C3.413";"Gazons en bordure des étangs acides à eaux peu profondes";"5"
"17569";"7";"C3.4131 Communautés à Eleocharis multicaulis";"C3.4131";"Communautés à Eleocharis multicaulis";"6"
"17570";"7";"C3.4132 Gazons à Littorelle des dépressions interdunaires";"C3.4132";"Gazons à Littorelle des dépressions interdunaires";"6"
"17571";"7";"C3.4133 Gazons à Pilularia";"C3.4133";"Gazons à Pilularia";"6"
"17572";"7";"C3.4134 Communautés à Juncus bulbosus";"C3.4134";"Communautés à Juncus bulbosus";"6"
"17573";"7";"C3.4135 Communautés à Scirpus fluitans";"C3.4135";"Communautés à Scirpus fluitans";"6"
"17576";"7";"C3.4136 Communautés à Apium inundatum";"C3.4136";"Communautés à Apium inundatum";"6"
"10953";"7";"C3.414 Gazons riverains à Baldellia";"C3.414";"Gazons riverains à Baldellia";"5"
"10954";"7";"C3.415 Gazons riverains à Canche des rives";"C3.415";"Gazons riverains à Canche des rives";"5"
"4993";"7";"C3.42 Communautés amphibies méditerranéo-atlantiques";"C3.42";"Communautés amphibies méditerranéo-atlantiques";"4"
"10955";"7";"C3.421 Communautés amphibies rases méditerranéennes";"C3.421";"Communautés amphibies rases méditerranéennes";"5"
"17578";"7";"C3.4211 Communautés terrestres à Isoète";"C3.4211";"Communautés terrestres à Isoète";"6"
"17579";"7";"C3.4212 Gazons méditerranéens aquatiques à Isoète";"C3.4212";"Gazons méditerranéens aquatiques à Isoète";"6"
"17581";"7";"C3.4214 Gazons méditerranéens à Cyperus";"C3.4214";"Gazons méditerranéens à Cyperus";"6"
"17582";"7";"C3.4215 Gazons méditerranéens à Fimbristylis";"C3.4215";"Gazons méditerranéens à Fimbristylis";"6"
"17584";"7";"C3.4217 Communautés à Spiranthe et Mouron";"C3.4217";"Communautés à Spiranthe et Mouron";"6"
"17585";"7";"C3.4218 Communautés méditerranéennes amphibies à petites herbacées";"C3.4218";"Communautés méditerranéennes amphibies à petites herbacées";"6"
"17586";"7";"C3.4219 Gazons ras méditerranéens à Scirpus";"C3.4219";"Gazons ras méditerranéens à Scirpus";"6"
"17587";"7";"C3.421A Gazons méditerranéens à Eleocharis";"C3.421A";"Gazons méditerranéens à Eleocharis";"6"
"10967";"7";"C3.422 Grandes communautés amphibies méditerranéennes";"C3.422";"Grandes communautés amphibies méditerranéennes";"5"
"10968";"7";"C3.423 Gazons méditerranéens amphibies à Crypsis";"C3.423";"Gazons méditerranéens amphibies à Crypsis";"5"
"5012";"7";"C3.44 Formations des eaux continentales salées et saumâtres à Eleocharis parvula et Eleocharis acicularis";"C3.44";"Formations des eaux continentales salées et saumâtres à Eleocharis parvula et Eleocharis acicularis";"4"
"5013";"7";"C3.45 Formations à Nasturtium officinale (Rorippa nasturtium-aquaticum)";"C3.45";"Formations à Nasturtium officinale (Rorippa nasturtium-aquaticum)";"4"
"1683";"7";"C3.5 Berges périodiquement inondées à végétation pionnière et éphémère";"C3.5";"Berges périodiquement inondées à végétation pionnière et éphémère";"3"
"5014";"7";"C3.51 Gazons ras eurosibériens à espèces annuelles amphibies";"C3.51";"Gazons ras eurosibériens à espèces annuelles amphibies";"4"
"10982";"7";"C3.511 Communautés naines des eaux douces à Eleocharis";"C3.511";"Communautés naines des eaux douces à Eleocharis";"5"
"10983";"7";"C3.512 Pelouses des lettes dunaires à Centaurium";"C3.512";"Pelouses des lettes dunaires à Centaurium";"5"
"10995";"7";"C3.513 Communautés naines à Jonc des crapauds";"C3.513";"Communautés naines à Jonc des crapauds";"5"
"17596";"7";"C3.5131 Gazons à Jonc des crapauds";"C3.5131";"Gazons à Jonc des crapauds";"6"
"17597";"7";"C3.5132 Gazons à petits Cyperus";"C3.5132";"Gazons à petits Cyperus";"6"
"17598";"7";"C3.5133 Communautés naines des substrats humides à herbacées";"C3.5133";"Communautés naines des substrats humides à herbacées";"6"
"5016";"7";"C3.52 Communautés à Bidens (des rives des lacs et des étangs)";"C3.52";"Communautés à Bidens (des rives des lacs et des étangs)";"4"
"5017";"7";"C3.53 Communautés eurosibériennes annuelles des vases fluviatiles";"C3.53";"Communautés eurosibériennes annuelles des vases fluviatiles";"4"
"5019";"7";"C3.55 Bancs de graviers des cours d'eau à végétation clairsemée";"C3.55";"Bancs de graviers des cours d'eau à végétation clairsemée";"4"
"11022";"7";"C3.551 Formations des graviers des cours d'eau boréo-alpins";"C3.551";"Formations des graviers des cours d'eau boréo-alpins";"5"
"11023";"7";"C3.552 Habitats de graviers de cours d'eau montagnards";"C3.552";"Habitats de graviers de cours d'eau montagnards";"5"
"17600";"7";"C3.5521 Communautés de graviers des cours d'eau à Chondrille";"C3.5521";"Communautés de graviers des cours d'eau à Chondrille";"6"
"17604";"7";"C3.5522 Communautés de graviers des cours d'eau à Calamagrostide";"C3.5522";"Communautés de graviers des cours d'eau à Calamagrostide";"6"
"20857";"7";"C3.55221 Communautés de graviers des cours d'eau carpato-alpins à Calamagrostide";"C3.55221";"Communautés de graviers des cours d'eau carpato-alpins à Calamagrostide";"7"
"20858";"7";"C3.55222 Communautés de graviers des cours d'eau pyrénéo-cantabriques à Calamagrostide";"C3.55222";"Communautés de graviers des cours d'eau pyrénéo-cantabriques à Calamagrostide";"7"
"17605";"7";"C3.5523 Communautés de graviers des cours d'eau à Scrofulaire";"C3.5523";"Communautés de graviers des cours d'eau à Scrofulaire";"6"
"11050";"7";"C3.553 Habitats de graviers des cours d'eau méditerranéens";"C3.553";"Habitats de graviers des cours d'eau méditerranéens";"5"
"11051";"7";"C3.554 Communautés septentrionales de graviers des cours d'eau planitiaires";"C3.554";"Communautés septentrionales de graviers des cours d'eau planitiaires";"5"
"1685";"7";"C3.6 Berges nues ou à végétation clairsemée avec des sédiments meubles ou mobiles";"C3.6";"Berges nues ou à végétation clairsemée avec des sédiments meubles ou mobiles";"3"
"5027";"7";"C3.61 Bancs de sable nus des rivières";"C3.61";"Bancs de sable nus des rivières";"4"
"5028";"7";"C3.62 Bancs de graviers nus des rivières";"C3.62";"Bancs de graviers nus des rivières";"4"
"5033";"7";"C3.63 Bancs de vase nus des rivières";"C3.63";"Bancs de vase nus des rivières";"4"
"5034";"7";"C3.64 Sables et galets exondés et nus des lacs d'eau douce";"C3.64";"Sables et galets exondés et nus des lacs d'eau douce";"4"
"5035";"7";"C3.65 Vases exondées nues des lacs d'eau douce";"C3.65";"Vases exondées nues des lacs d'eau douce";"4"
"5036";"7";"C3.66 Plages exondées nues des eaux continentales salées et saumâtres à sédiments meubles";"C3.66";"Plages exondées nues des eaux continentales salées et saumâtres à sédiments meubles";"4"
"1687";"7";"C3.7 Berges nues ou à végétation clairsemée avec des sédiments non mobiles";"C3.7";"Berges nues ou à végétation clairsemée avec des sédiments non mobiles";"3"
"5037";"7";"C3.71 Rochers, dalles et blocs des lits des cours d'eau périodiquement exondés";"C3.71";"Rochers, dalles et blocs des lits des cours d'eau périodiquement exondés";"4"
"4957";"7";"C3.72 Rochers, blocs rocheux, pavements des fonds lacustres périodiquement exondés";"C3.72";"Rochers, blocs rocheux, pavements des fonds lacustres périodiquement exondés";"4"
"4958";"7";"C3.73 Zones de battement d'eau des réservoirs à substrats non mobiles";"C3.73";"Zones de battement d'eau des réservoirs à substrats non mobiles";"4"
"1668";"7";"C3.8 Habitats continentaux dépendant de la bruine";"C3.8";"Habitats continentaux dépendant de la bruine";"3"
"82";"7";"D Tourbières hautes et bas-marais";"D";"Tourbières hautes et bas-marais";"1"
"592";"7";"D1 Tourbières hautes et tourbières de couverture";"D1";"Tourbières hautes et tourbières de couverture";"2"
"1673";"7";"D1.1 Tourbières hautes";"D1.1";"Tourbières hautes";"3"
"4973";"7";"D1.11 Tourbières hautes actives, relativement peu dégradées";"D1.11";"Tourbières hautes actives, relativement peu dégradées";"4"
"10984";"7";"D1.111 Buttes, bourrelets et pelouses des tourbières hautes";"D1.111";"Buttes, bourrelets et pelouses des tourbières hautes";"5"
"17595";"7";"D1.1111 Buttes à Sphaignes colorées (bulten)";"D1.1111";"Buttes à Sphaignes colorées (bulten)";"6"
"20837";"7";"D1.11111 Buttes à Sphagnum magellanicum";"D1.11111";"Buttes à Sphagnum magellanicum";"7"
"20838";"7";"D1.11112 Buttes à Sphagnum fuscum";"D1.11112";"Buttes à Sphagnum fuscum";"7"
"20839";"7";"D1.11113 Ceintures des buttes à Sphaignes à Sphagnum rubellum";"D1.11113";"Ceintures des buttes à Sphaignes à Sphagnum rubellum";"7"
"20846";"7";"D1.11114 Buttes à Sphagnum rubellum";"D1.11114";"Buttes à Sphagnum rubellum";"7"
"20847";"7";"D1.11115 Buttes à Sphagnum imbricatum";"D1.11115";"Buttes à Sphagnum imbricatum";"7"
"20848";"7";"D1.11116 Buttes à Sphagnum papillosum";"D1.11116";"Buttes à Sphagnum papillosum";"7"
"20849";"7";"D1.11117 Buttes à Sphagnum capillifolium";"D1.11117";"Buttes à Sphagnum capillifolium";"7"
"20850";"7";"D1.11118 Buttes à Sphagnum angustifolium";"D1.11118";"Buttes à Sphagnum angustifolium";"7"
"17577";"7";"D1.1112 Pelouses et bases des buttes vertes à Linaigrette vaginée et Sphaignes";"D1.1112";"Pelouses et bases des buttes vertes à Linaigrette vaginée et Sphaignes";"6"
"20841";"7";"D1.11122 Pelouses à Eriophorum et Sphagnum pulchrum";"D1.11122";"Pelouses à Eriophorum et Sphagnum pulchrum";"7"
"20851";"7";"D1.11123 Pelouses à Eriophorum et Sphagnum papillosum";"D1.11123";"Pelouses à Eriophorum et Sphagnum papillosum";"7"
"20852";"7";"D1.11124 Pelouses à Eriophorum et Sphagnum capillifolium";"D1.11124";"Pelouses à Eriophorum et Sphagnum capillifolium";"7"
"20853";"7";"D1.11125 Pelouses à Eriophorum et Sphagnum recurvum";"D1.11125";"Pelouses à Eriophorum et Sphagnum recurvum";"7"
"20842";"7";"D1.11127 Pelouses à Eriophorum et Sphagnum rubellum";"D1.11127";"Pelouses à Eriophorum et Sphagnum rubellum";"7"
"20845";"7";"D1.1112A Pelouses à Eriophorum et Sphagnum magellanicum";"D1.1112A";"Pelouses à Eriophorum et Sphagnum magellanicum";"7"
"17588";"7";"D1.1113 Buttes à arbustes nains";"D1.1113";"Buttes à arbustes nains";"6"
"20881";"7";"D1.11131 Buttes à Callune";"D1.11131";"Buttes à Callune";"7"
"20882";"7";"D1.11132 Buttes arbustives à Bruyère quaternée";"D1.11132";"Buttes arbustives à Bruyère quaternée";"7"
"20883";"7";"D1.11133 Buttes arbustives à Camarine";"D1.11133";"Buttes arbustives à Camarine";"7"
"20884";"7";"D1.11134 Buttes arbustives à Vaccinium";"D1.11134";"Buttes arbustives à Vaccinium";"7"
"20886";"7";"D1.11136 Buttes à Piment royal";"D1.11136";"Buttes à Piment royal";"7"
"20887";"7";"D1.11137 Buttes à Bouleau nain";"D1.11137";"Buttes à Bouleau nain";"7"
"17773";"7";"D1.1114 Communautés à Scirpe en touffe";"D1.1114";"Communautés à Scirpe en touffe";"6"
"17774";"7";"D1.1115 Communautés à Erica et à Sphagnum";"D1.1115";"Communautés à Erica et à Sphagnum";"6"
"17781";"7";"D1.1116 Communautés paucispécifiques à Linaigrette";"D1.1116";"Communautés paucispécifiques à Linaigrette";"6"
"11275";"7";"D1.112 Cuvettes des tourbières hautes (schlenken)";"D1.112";"Cuvettes des tourbières hautes (schlenken)";"5"
"17782";"7";"D1.1121 Cuvettes à Sphaignes";"D1.1121";"Cuvettes à Sphaignes";"6"
"17783";"7";"D1.1122 Cuvettes à fond boueux";"D1.1122";"Cuvettes à fond boueux";"6"
"11282";"7";"D1.113 Suintements et rigoles des tourbières hautes";"D1.113";"Suintements et rigoles des tourbières hautes";"5"
"17792";"7";"D1.1131 Suintements à Narthécie des marais";"D1.1131";"Suintements à Narthécie des marais";"6"
"17793";"7";"D1.1132 Suintements à Piment royal";"D1.1132";"Suintements à Piment royal";"6"
"5185";"7";"D1.12 Tourbières hautes inactives, dégradées";"D1.12";"Tourbières hautes inactives, dégradées";"4"
"11284";"7";"D1.121 Tourbières hautes dégradées, inactives, envahies par Molinia";"D1.121";"Tourbières hautes dégradées, inactives, envahies par Molinia";"5"
"11285";"7";"D1.122 Tourbières hautes drainées";"D1.122";"Tourbières hautes drainées";"5"
"11286";"7";"D1.123 Tourbières hautes abandonnées";"D1.123";"Tourbières hautes abandonnées";"5"
"5186";"7";"D1.13 Tourbières condensarogènes";"D1.13";"Tourbières condensarogènes";"4"
"5187";"7";"D1.14 Fourrés des tourbières bombées à Myrica gale";"D1.14";"Fourrés des tourbières bombées à Myrica gale";"4"
"5188";"7";"D1.15 Tourbes humides nues et gouilles des tourbières hautes";"D1.15";"Tourbes humides nues et gouilles des tourbières hautes";"4"
"1714";"7";"D1.2 Tourbières de couverture";"D1.2";"Tourbières de couverture";"3"
"597";"7";"D2 Tourbières de vallée, bas-marais acides et tourbières de transition";"D2";"Tourbières de vallée, bas-marais acides et tourbières de transition";"2"
"1703";"7";"D2.1 Tourbières de vallée";"D2.1";"Tourbières de vallée";"3"
"5114";"7";"D2.11 Tourbières des vallées acides";"D2.11";"Tourbières des vallées acides";"4"
"5115";"7";"D2.12 Tourbières des vallées basiques et neutres";"D2.12";"Tourbières des vallées basiques et neutres";"4"
"1704";"7";"D2.2 Bas-marais oligotrophes et tourbières des sources d'eau douce";"D2.2";"Bas-marais oligotrophes et tourbières des sources d'eau douce";"3"
"5128";"7";"D2.21 Bas-marais à Eriophorum scheuchzeri";"D2.21";"Bas-marais à Eriophorum scheuchzeri";"4"
"11205";"7";"D2.211 Ceintures lacustres alpidiques à Linaigrette";"D2.211";"Ceintures lacustres alpidiques à Linaigrette";"5"
"5131";"7";"D2.22 Bas-marais à Carex nigra, Carex canescens et Carex echinata";"D2.22";"Bas-marais à Carex nigra, Carex canescens et Carex echinata";"4"
"11207";"7";"D2.221 Bas-marais périalpins à Laîche noire, Laîche blanchâtre, Laîche étoilée et Laîche des tourbières";"D2.221";"Bas-marais périalpins à Laîche noire, Laîche blanchâtre, Laîche étoilée et Laîche des tourbières";"5"
"17758";"7";"D2.2211 Bas-marais subalpins à Laîche noire";"D2.2211";"Bas-marais subalpins à Laîche noire";"6"
"11223";"7";"D2.222 Bas-marais subatlantiques à Laîche vulgaire, Laîche blanchâtre et Laîche étoilée";"D2.222";"Bas-marais subatlantiques à Laîche vulgaire, Laîche blanchâtre et Laîche étoilée";"5"
"17760";"7";"D2.2221 Bas-marais acides subatlantiques à Carex";"D2.2221";"Bas-marais acides subatlantiques à Carex";"6"
"17761";"7";"D2.2222 Bas-marais acides subatlantiques à Carex et Juncus";"D2.2222";"Bas-marais acides subatlantiques à Carex et Juncus";"6"
"17762";"7";"D2.2223 Bas-marais subatlantiques à Carex et Sphagnum";"D2.2223";"Bas-marais subatlantiques à Carex et Sphagnum";"6"
"17763";"7";"D2.2224 Bas-marais subatlantiques à Carex, Juncus et Sphagnum";"D2.2224";"Bas-marais subatlantiques à Carex, Juncus et Sphagnum";"6"
"17764";"7";"D2.2225 Bas-marais subatlantiques à Agrostis et Sphagnum";"D2.2225";"Bas-marais subatlantiques à Agrostis et Sphagnum";"6"
"11240";"7";"D2.224 Bas-marais acides pyrénéens à Laîche noire";"D2.224";"Bas-marais acides pyrénéens à Laîche noire";"5"
"5163";"7";"D2.24 Pozzines (dépressions humides entourant les lacs glaciaires) à Carex intricata";"D2.24";"Pozzines (dépressions humides entourant les lacs glaciaires) à Carex intricata";"4"
"11252";"7";"D2.242 Pozzines à Carex intricata de Corse";"D2.242";"Pozzines à Carex intricata de Corse";"5"
"5170";"7";"D2.25 Bas-marais acides à Trichophorum cespitosum et Narthecium ossifragum";"D2.25";"Bas-marais acides à Trichophorum cespitosum et Narthecium ossifragum";"4"
"11254";"7";"D2.251 Bas-marais acides périalpins à Scirpe en touffe";"D2.251";"Bas-marais acides périalpins à Scirpe en touffe";"5"
"11255";"7";"D2.252 Bas-marais acides pyrénéens à Scirpe en touffe et à Narthécie des marais";"D2.252";"Bas-marais acides pyrénéens à Scirpe en touffe et à Narthécie des marais";"5"
"11257";"7";"D2.254 Bas-marais acides médio-européens à Scirpe en touffe et à Narthécie des marais";"D2.254";"Bas-marais acides médio-européens à Scirpe en touffe et à Narthécie des marais";"5"
"11258";"7";"D2.255 Bas-marais corses à Scirpe en touffe";"D2.255";"Bas-marais corses à Scirpe en touffe";"5"
"5177";"7";"D2.26 Bas-marais à Eriophorum angustifolium";"D2.26";"Bas-marais à Eriophorum angustifolium";"4"
"5178";"7";"D2.27 Bas-marais acides dunaires à Laîches";"D2.27";"Bas-marais acides dunaires à Laîches";"4"
"5189";"7";"D2.2A Fourrés sur bas-marais acides à Myrica gale";"D2.2A";"Fourrés sur bas-marais acides à Myrica gale";"4"
"5191";"7";"D2.2C Bas-marais des sources d'eau douce";"D2.2C";"Bas-marais des sources d'eau douce";"4"
